Transaction Date,Car Brand,Car Model,Displacement (c.c.),Manufacture Year,No. of Previous Owners,Milleage (km),Exterior Color,Reference Price (HKD)
2022/12,SUZUKI,SOLIO 2WD CVT MILD HYBRID,1242.0,2020.0,0,23500.0,Silver,"$158,000"
2022/12,BMW,X1 SDRIVE 18IA M SPORT EDITION,1499.0,2019.0,0,55000.0,Black,"$228,000"
2022/12,BMW,318IA,1499.0,2017.0,1,20000.0,White,"$148,000"
2022/12,BMW,316IA SALOON - SPORT (F30),1598.0,2013.0,2,46000.0,White,"$103,000"
2022/12,TOYOTA,ALPHARD,3456.0,2016.0,1,49000.0,Silver,"$308,000"
2022/12,SUZUKI,HUSTLER,658.0,2021.0,0,20200.0,Blue/White,"$148,000"
2022/12,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,61257.0,Grey,"$178,000"
2022/12,HONDA,JAZZ CROSSTAR,1498.0,2022.0,0,1700.0,Blue,"$178,000"
2022/12,TOYOTA,WISH,1798.0,2012.0,2,72000.0,Silver,"$58,000"
2022/12,BMW,520IA,1997.0,2016.0,1,77560.0,Grey,"$119,000"
2022/12,MAZDA,CX-5 IPM 2.0 CORE,1998.0,2021.0,0,23700.0,Blue,"$198,000"
2022/12,HONDA,STEPWGN L,1496.0,2017.0,0,62000.0,Grey,"$168,000"
2022/12,BMW,X1 SDRIVE 20IA,1997.0,2014.0,1,42000.0,Orange,"$83,000"
2022/12,BMW,120IA M SPORT EDITION,1998.0,2018.0,1,46000.0,White,"$149,000"
2022/12,MERCEDES BENZ,E200 FL PREMIUM EDITION,1991.0,2015.0,1,49000.0,Black,"$153,000"
2022/12,MERCEDES BENZ,C200 (W205),1991.0,2015.0,1,75000.0,Grey,"$138,000"
2022/12,BMW,530I,1998.0,2017.0,0,58000.0,Grey,"$198,000"
2022/12,HONDA,STEPWGN SPADA,1496.0,2018.0,0,37000.0,Black,"$248,000"
2022/12,AUDI,A3 SPORTBACK 35 TFSI,1498.0,2022.0,0,2900.0,White,"$259,000"
2022/12,VOLKSWAGEN,SHARAN 1.4 TSI,1395.0,2019.0,0,17612.0,Brown,"$188,000"
2022/12,BMW,120IA M SPORT EDITION,1998.0,2019.0,0,59000.0,Black,"$178,000"
2022/12,MERCEDES BENZ,E300 AVANTGARDE,1991.0,2018.0,0,12000.0,White,"$318,000"
2022/12,MINI,COOPER S COUNTRYMAN AT,1998.0,2017.0,0,44000.0,Green/White,"$218,000"
2022/12,NISSAN,ELGRAND 250 HWS AVM,2488.0,2018.0,0,58000.0,White,"$198,000"
2022/12,TOYOTA,NOAH,1987.0,2018.0,2,61450.0,Black-Var,"$198,000"
2022/12,MERCEDES BENZ,A45 AMG (W176),1991.0,2014.0,1,67000.0,White,"$218,000"
2022/12,BMW,X4 XDRIVE28IA XLINE (F26),1997.0,2015.0,1,52000.0,White,"$168,000"
2022/12,TOYOTA,SIENTA,1496.0,2017.0,1,32000.0,Black-Var,"$143,000"
2022/12,TOYOTA,SPADE,1496.0,2016.0,1,34000.0,Brown,"$138,000"
2022/12,MITSUBISHI,OUTLANDER 2.4,2359.0,2019.0,0,36237.0,Black,"$168,000"
2022/12,HONDA,FREED,1496.0,2016.0,0,58000.0,White,"$138,000"
2022/12,VOLKSWAGEN,GOLF 1.4 TSI 122PS BMT IL,1395.0,2014.0,0,23000.0,Grey,"$98,000"
2022/12,AUDI,Q3 30 TFSI SPORT,1395.0,2016.0,1,52000.0,Silver,"$128,000"
2022/12,VOLKSWAGEN,SHARAN 1.4 TSI BMT CL,1395.0,2017.0,0,56500.0,Brown,"$128,000"
2022/12,BMW,330E SALOON - M SPORT EDITION (F30),1998.0,2016.0,0,57000.0,White,"$178,000"
2022/12,MAZDA,MAZDA2 IPM4 1.5 HIGH,1496.0,2020.0,0,21000.0,Silver,"$138,000"
2022/12,TOYOTA,WISH,1798.0,2013.0,1,60000.0,White,"$73,000"
2022/12,HONDA,ODYSSEY,2356.0,2014.0,0,56500.0,Grey,"$148,000"
2022/12,HONDA,ODYSSEY,2356.0,2019.0,1,27608.0,Black,"$258,000"
2022/12,MERCEDES BENZ,GLC250,1991.0,2018.0,0,29800.0,Silver,"$289,000"
2022/12,AUDI,A6 35 TFSI,1798.0,2016.0,2,36321.0,White,"$138,000"
2022/12,HYUNDAI,KONA ELECTRIC,0.0,2019.0,0,39500.0,Grey,"$228,000"
2022/12,TOYOTA,SIENTA,1496.0,2018.0,1,23532.0,Blue-Var,"$168,000"
2022/12,INFINITI,QX30 2.0T SENSORY,1991.0,2018.0,0,16666.0,Grey,"$168,000"
2022/12,HONDA,STEPWGN SPADA,1496.0,2018.0,0,58000.0,Black,"$248,000"
2022/12,VOLKSWAGEN,TOURAN 280 TSI LUXURY,1395.0,2016.0,0,59000.0,Blue,"$108,000"
2022/12,MERCEDES BENZ,ML400,2996.0,2014.0,1,60902.0,Brown,"$128,000"
2022/12,HONDA,VEZEL EX,1496.0,2020.0,0,15000.0,Black-Var,"$198,000"
2022/12,AUDI,Q3 30 TFSI,1395.0,2015.0,1,53200.0,Silver,"$118,000"
2022/12,AUDI,Q3 2.0 QUATTRO 211HP,1984.0,2012.0,0,82000.0,Blue,"$83,000"
2022/12,NISSAN,NOTE E POWER,1198.0,2021.0,0,3400.0,Blue,"$188,000"
2022/12,NISSAN,X-TRAIL,1997.0,2016.0,1,38000.0,White,"$148,000"
2022/12,MAZDA,CX-5 IPM 2.5 I-PLUS,2488.0,2015.0,0,32000.0,Silver,"$118,000"
2022/11,MERCEDES BENZ,E200 FL PREMIUM EDITION,1991.0,2015.0,1,75000.0,Silver,"$148,000"
2022/11,HONDA,FREED,1496.0,2021.0,0,17348.0,Grey,"$188,000"
2022/11,MAZDA,MAZDA2,1299.0,2015.0,0,29000.0,Blue,"$98,000"
2022/11,BENTLEY,CONTINENTAL GT W12,6000.0,2020.0,0,300.0,Blue-Var,"$3,250,000"
2022/11,MERCEDES BENZ,B200 FACELIFT (W246),1595.0,2018.0,0,15200.0,Silver,"$168,000"
2022/11,VOLVO,XC90 T5 EXE,2497.0,2013.0,1,70000.0,Grey,"$78,000"
2022/11,NISSAN,QASHQAI PLUS,1997.0,2016.0,1,16700.0,Blue,"$133,000"
2022/11,NISSAN,SERENA SH GREEN HWS 2.0L,1997.0,2014.0,0,67000.0,Black,"$108,000"
2022/11,MERCEDES BENZ,CLA250 SHOOTING BRAKE FACELIFT (X117),1991.0,2018.0,0,28000.0,Black,"$208,000"
2022/11,MERCEDES BENZ,CLA250 SHOOTING BRAKE FACELIFT (X117),1991.0,2018.0,1,32630.0,Black,"$198,000"
2022/11,AUDI,Q5 2.0 QUATTRO TIP,1984.0,2015.0,1,32000.0,Black,"$128,000"
2022/11,LEXUS,ES250,2494.0,2017.0,0,62000.0,White-Var,"$178,000"
2022/11,VOLKSWAGEN,GOLF GTI,1984.0,2016.0,2,52000.0,White,"$158,000"
2022/11,AUDI,Q5 2.0 QUATTRO TIP,1984.0,2016.0,2,28475.0,Black,"$148,000"
2022/11,NISSAN,QASHQAI PLUS,1997.0,2017.0,1,79000.0,Black,"$128,000"
2022/11,PORSCHE,BOXSTER,2706.0,2014.0,1,91800.0,White,"$348,000"
2022/11,NISSAN,ELGRAND 250 HWS AVM,2488.0,2015.0,0,57000.0,Black,"$138,000"
2022/11,HONDA,STEPWGN L,1496.0,2016.0,1,73000.0,Grey,"$158,000"
2022/11,HONDA,VEZEL,1496.0,2016.0,1,66000.0,Black-Var,"$155,000"
2022/11,AUDI,Q2 35 TFSI,1395.0,2018.0,0,34000.0,Black,"$178,000"
2022/11,HONDA,ODYSSEY,2356.0,2017.0,0,57000.0,Black,"$168,000"
2022/11,BMW,520IA,1997.0,2014.0,0,21800.0,Black,"$128,000"
2022/11,SUBARU,XV 2.0I AWD CVT,1995.0,2021.0,0,24000.0,Grey,"$159,800"
2022/11,MERCEDES BENZ,C200 BE AV FL (W204),1796.0,2011.0,1,85000.0,Silver,"$60,000"
2022/11,TOYOTA,SIENTA,1496.0,2017.0,1,17000.0,White-Var,"$138,000"
2022/11,NISSAN,X-TRAIL,1997.0,2017.0,0,54000.0,Blue,"$118,000"
2022/11,AUDI,A6 35 TFSI,1798.0,2015.0,0,71000.0,Grey,"$108,000"
2022/11,PORSCHE,PANAMERA 4S,2894.0,2017.0,0,20900.0,Blue,"$858,000"
2022/11,BMW,X5 XDRIVE40IA 7-SEATER XLINE (G05),2998.0,2019.0,0,32300.0,Blue,"$598,000"
2022/11,NISSAN,QASHQAI PLUS,1997.0,2014.0,0,59500.0,Brown,"$118,000"
2022/11,HONDA,ODYSSEY,2356.0,2014.0,0,14400.0,Purple,"$148,000"
2022/11,HONDA,STEPWGN,1997.0,2012.0,0,49200.0,Black,"$83,000"
2022/11,AUDI,A3 SPORTBACK 35 TFSI,1395.0,2017.0,0,79800.0,Yellow,"$143,000"
2022/11,BMW,520IA SALOON - SPORT,1998.0,2018.0,0,33000.0,White,"$248,000"
2022/11,NISSAN,QASHQAI PLUS,1997.0,2017.0,0,22000.0,Blue,"$148,000"
2022/11,HONDA,JADE,1496.0,2015.0,0,41000.0,Gold,"$118,000"
2022/11,AUDI,Q3 35 TFSI,1498.0,2019.0,0,32100.0,Orange,"$228,000"
2022/11,HONDA,FREED,1496.0,2018.0,1,12200.0,Blue,"$163,000"
2022/11,SUBARU,XV 2.0I AWD CVT,1995.0,2021.0,0,7300.0,Blue,"$188,000"
2022/11,HONDA,ODYSSEY,2356.0,2018.0,0,56000.0,Black-Var,"$268,000"
2022/11,AUDI,A3 SPORTBACK 35 TFSI,1395.0,2016.0,1,26308.0,Yellow,"$148,000"
2022/11,NISSAN,SERENA HIGHWAY STAR VIP,1997.0,2018.0,1,51500.0,White/Black,"$188,000"
2022/11,NISSAN,X-TRAIL PLUS +,1997.0,2018.0,1,52000.0,White,"$148,000"
2022/11,SUBARU,XV 2.0I AWD CVT,1995.0,2021.0,0,1600.0,White,"$178,000"
2022/11,NISSAN,NOTE DIG-S GREEN,1198.0,2014.0,0,56000.0,Pink,"$68,000"
2022/11,AUDI,A4 AVANT 40 TFSI,1984.0,2017.0,0,43000.0,White,"$148,000"
2022/11,KIA,SORENTO PE 3.5 MPI GT 2WD,3470.0,2018.0,0,21601.0,Grey,"$178,000"
2022/11,AUDI,Q3 30 TFSI SPORT,1395.0,2017.0,0,32000.0,Green,"$158,000"
2022/11,SUBARU,FORESTER 2.0I-S EYESIGHT AWD CVT,1995.0,2018.0,0,53000.0,White,"$160,000"
2022/11,AUDI,Q5 2.0 QUATTRO TIP,1984.0,2013.0,1,56000.0,Silver,"$78,000"
2022/11,MERCEDES BENZ,CLA200,1595.0,2015.0,0,90300.0,Black,"$148,000"
2022/11,NISSAN,X-TRAIL PLUS +,1997.0,2018.0,0,59200.0,Grey,"$158,000"
2022/11,VOLKSWAGEN,TOURAN 1.4 TSI 170PS,1390.0,2013.0,1,41000.0,Grey,"$78,000"
2022/11,HONDA,JAZZ,1317.0,2014.0,0,33000.0,Purple,"$98,000"
2022/11,BMW,428IA COUPE SPORT,1997.0,2013.0,2,83000.0,Grey,"$128,000"
2022/10,HONDA,FREED,1496.0,2019.0,1,44000.0,Blue,"$188,000"
2022/10,MAZDA,CX-5 IPM 2.0 CORE,1998.0,2019.0,0,23000.0,Red-Var,"$168,000"
2022/10,TOYOTA,SPADE,1496.0,2020.0,0,43000.0,Black-Var,"$148,000"
2022/10,BMW,X1 SDRIVE 18IA,1499.0,2018.0,1,32000.0,Grey,"$208,000"
2022/10,LEXUS,UX200,1987.0,2022.0,0,6413.0,Grey-Var,"$248,000"
2022/10,HONDA,ODYSSEY 2.4,2356.0,2020.0,1,33000.0,Silver,"$308,000"
2022/10,AUDI,Q2 35 TFSI,1395.0,2019.0,1,11897.0,Black,"$188,000"
2022/10,MERCEDES BENZ,E200 FL PREMIUM EDITION,1991.0,2015.0,0,88000.0,White,"$138,000"
2022/10,NISSAN,SERENA HIGHWAY STAR VIP,1997.0,2017.0,1,45000.0,Gold,"$188,000"
2022/10,HONDA,ODYSSEY,2356.0,2017.0,0,43000.0,Silver,"$208,000"
2022/10,TOYOTA,SPADE,1496.0,2015.0,0,11500.0,Red-Var,"$108,000"
2022/10,NISSAN,QASHQAI PLUS,1997.0,2018.0,0,42000.0,White,"$168,000"
2022/10,MERCEDES BENZ,V250D AVANTGARDE LONG,2143.0,2015.0,0,16000.0,Black,"$458,000"
2022/10,TOYOTA,NOAH,1987.0,2017.0,1,35500.0,White-Var,"$198,000"
2022/10,MAZDA,BIANTE HIGHER VERSION,1998.0,2017.0,0,38000.0,White,"$118,000"
2022/10,MINI,COOPER CLUBMAN,1499.0,2020.0,0,4800.0,Silver/Black,"$238,000"
2022/10,MERCEDES BENZ,C200,1991.0,2018.0,1,40500.0,Blue,"$238,000"
2022/10,BMW,320IA SALOON M SPORT EDITION (G20),1998.0,2019.0,0,21000.0,Blue,"$268,000"
2022/10,HONDA,STEPWGN SPADA,1496.0,2019.0,0,30300.0,White,"$288,000"
2022/10,TOYOTA,NOAH,1987.0,2016.0,0,32000.0,Red-Var,"$178,000"
2022/10,TOYOTA,C-HR,1798.0,2021.0,0,16100.0,Blue-Var,"$248,000"
2022/10,TOYOTA,NOAH,1987.0,2018.0,0,44649.0,Black-Var,"$228,000"
2022/10,AUDI,A6 35 TFSI,1798.0,2016.0,1,36100.0,White,"$128,000"
2022/10,SUBARU,WRX 4D 2.0 AWD CVT,1998.0,2017.0,0,550.0,Grey,"$228,000"
2022/10,TOYOTA,SPADE WELCAB,1496.0,2013.0,0,46887.0,Silver,"$138,000"
2022/10,TOYOTA,ALPHARD 3.5L GF WELCAB,3456.0,2016.0,0,29000.0,White,"$488,000"
2022/10,MERCEDES BENZ,GLA250 FACELIFT (X156),1991.0,2018.0,0,37900.0,Grey,"$278,000"
2022/10,BMW,520IA SALOON (G30),1998.0,2018.0,0,19500.0,White,"$248,000"
2022/10,AUDI,A4 1.8T MULTITRONIC,1798.0,2013.0,0,56000.0,White,"$78,000"
2022/10,MERCEDES BENZ,GLA200,1595.0,2019.0,0,18800.0,White,"$239,000"
2022/10,BMW,320IA GRAN TURISMO EXECUTIVE,1997.0,2016.0,0,34000.0,Brown,"$178,000"
2022/10,NISSAN,QASHQAI PLUS,1997.0,2015.0,0,81000.0,Black,"$95,000"
2022/10,KIA,SORENTO PE 3.5 MPI GT 2WD,3470.0,2020.0,0,5000.0,Black,"$248,000"
2022/10,NISSAN,NOTE DIG-S GREEN,1198.0,2013.0,1,59000.0,Silver,"$68,000"
2022/10,NISSAN,SERENA HIGHWAY STAR VIP,1997.0,2018.0,1,87480.0,Gold,"$163,000"
2022/10,SUZUKI,SOLIO 2WD CVT MILD HYBRID,1242.0,2020.0,0,14000.0,Black,"$158,000"
2022/10,HONDA,JAZZ CROSSTAR,1498.0,2021.0,0,16000.0,Silver,"$168,000"
2022/10,SUBARU,XV 2.0I AWD CVT,1995.0,2019.0,0,32540.0,Orange,"$148,000"
2022/10,HONDA,CRV,1498.0,2018.0,0,79000.0,White,"$188,000"
2022/10,NISSAN,SERENA SH GREEN HWS 2.0L,1997.0,2014.0,1,85000.0,Brown,"$108,000"
2022/10,TOYOTA,NOAH,1987.0,2019.0,0,13000.0,Red-Var,"$258,000"
2022/10,MERCEDES BENZ,B180 FL,1699.0,2011.0,1,23000.0,Silver,"$58,000"
2022/10,LEXUS,CT200H,1798.0,2017.0,2,28600.0,White,"$208,000"
2022/10,TOYOTA,COROLLA GLI,1497.0,2009.0,1,66000.0,Grey-Var,"$48,000"
2022/10,AUDI,Q2 35 TFSI,1395.0,2019.0,1,11600.0,Silver,"$168,000"
2022/10,NISSAN,TEANA,2495.0,2013.0,0,71656.0,Blue,"$58,000"
2022/10,HONDA,VEZEL,1496.0,2019.0,0,42000.0,Black-Var,"$178,000"
2022/10,AUDI,Q7 3.0 TFSI QUATTRO,2995.0,2014.0,2,89000.0,Red-Var,"$118,000"
2022/10,NISSAN,X-TRAIL PLUS +,1997.0,2019.0,0,43500.0,Grey,"$178,000"
2022/10,KIA,SORENTO AWD GT,2359.0,2017.0,0,53200.0,Black,"$138,000"
2022/10,HONDA,STEPWGN L,1496.0,2016.0,0,88500.0,White,"$168,000"
2022/10,MAZDA,MAZDA3 GVC 2.0 I-PLUS,1998.0,2016.0,0,22853.0,White,"$128,000"
2022/10,LAND ROVER,DISCOVERY,2995.0,2017.0,0,84100.0,Black-Var,"$448,000"
2022/10,MERCEDES BENZ,GLA200,1595.0,2015.0,1,74000.0,Silver,"$128,000"
2022/10,MERCEDES BENZ,E200 AVANTGARDE,1796.0,2012.0,2,95000.0,Grey,"$73,000"
2022/10,HONDA,STEPWGN 2.0,1998.0,2009.0,0,18000.0,Blue,"$68,000"
2022/10,VOLVO,XC90 T6 R-DESIGN,1969.0,2017.0,0,38000.0,White,"$338,000"
2022/10,LEXUS,CT200H,1798.0,2017.0,0,59000.0,White-Var,"$218,000"
2022/10,NISSAN,X-TRAIL,1997.0,2017.0,0,75059.0,Black,"$118,000"
2022/10,MAZDA,MAZDA6 2.5,2488.0,2016.0,0,40500.0,White,"$118,000"
2022/10,HONDA,JAZZ,1496.0,2019.0,0,62000.0,White,"$138,000"
2022/10,MAZDA,MAZDA2 IPM4 1.5 I-PLUS,1496.0,2019.0,0,25000.0,White,"$145,000"
2022/10,TOYOTA,PRIUS C,1497.0,2014.0,1,86500.0,Black,"$98,000"
2022/10,LEXUS,IS200T,1998.0,2017.0,0,30000.0,Silver,"$188,000"
2022/10,HONDA,STEPWGN SPADA,1496.0,2021.0,1,5300.0,Others,"$318,000"
2022/10,HONDA,JAZZ,1496.0,2019.0,0,22000.0,Purple,"$138,000"
2022/10,AUDI,A3 SPORTBACK 40 TFSI QUATTRO,1984.0,2020.0,0,13500.0,Blue,"$238,000"
2022/10,LEXUS,UX200,1987.0,2020.0,0,13800.0,Red-Var,"$218,000"
2022/10,NISSAN,ELGRAND 250 HWS AVM,2488.0,2015.0,0,93000.0,White,"$118,000"
2022/10,SUBARU,FORESTER 2.0XT AWD CVT,1998.0,2017.0,0,75000.0,Blue,"$138,000"
2022/10,HONDA,STEPWGN,1997.0,2014.0,0,56600.0,Black,"$108,000"
2022/10,TOYOTA,SIENTA,1496.0,2021.0,0,6800.0,Silver,"$198,000"
2022/10,VOLKSWAGEN,NEW GOLF 280 TSI GT,1395.0,2019.0,0,33200.0,Grey,"$158,000"
2022/10,TOYOTA,VELLFIRE 3.5,3456.0,2011.0,0,87000.0,Purple,"$108,000"
2022/10,BMW,218IA ACTIVE TOURER,1499.0,2016.0,2,45500.0,Grey,"$158,000"
2022/10,AUDI,A4 1.8T MULTITRONIC,1798.0,2015.0,2,40650.0,Grey,"$88,000"
2022/10,HONDA,STEPWGN SPADA,1496.0,2017.0,1,61000.0,White,"$188,000"
2022/10,TOYOTA,RAV4,1987.0,2021.0,0,23631.0,Grey,"$248,000"
2022/10,HONDA,FREED,1496.0,2018.0,0,33900.0,Blue,"$158,000"
2022/10,NISSAN,SERENA SH GREEN HWS 2.0L,1997.0,2013.0,1,85300.0,White,"$78,000"
2022/09,MAZDA,MAZDA8 2.3,2261.0,2014.0,0,75000.0,Black,"$68,000"
2022/09,HONDA,STEPWGN SPADA,1496.0,2019.0,0,38500.0,White,"$278,000"
2022/09,BMW,220IA GRAN TOURER,1998.0,2016.0,0,47000.0,Black,"$148,000"
2022/09,KIA,MORNING EX PREMIUM,1248.0,2015.0,0,19000.0,Blue,"$68,000"
2022/09,AUDI,A3 SPORTBACK 35 TFSI,1395.0,2017.0,2,29000.0,White,"$138,000"
2022/09,BMW,528IA,2996.0,2010.0,1,52000.0,Grey,"$63,000"
2022/09,MINI,COOPER S AT,1998.0,2019.0,1,28000.0,Grey,"$248,000"
2022/09,NISSAN,ELGRAND 250 HWS AVM,2488.0,2021.0,0,10000.0,Grey,"$398,000"
2022/09,MERCEDES BENZ,C200 BE AMG ED FL,1796.0,2013.0,0,59000.0,Black,"$98,000"
2022/09,TOYOTA,SPADE,1496.0,2019.0,0,38400.0,Blue-Var,"$128,000"
2022/09,MERCEDES BENZ,B200 FACELIFT (W246),1595.0,2015.0,0,25000.0,Grey,"$118,000"
2022/09,AUDI,A7 SPORTBACK 55 TFSI QUATTRO,2995.0,2018.0,0,33500.0,Black,"$428,000"
2022/09,HONDA,CRV,1498.0,2019.0,1,24000.0,Grey,"$238,000"
2022/09,AUDI,A4 40 TFSI,1984.0,2017.0,1,14000.0,Silver,"$168,000"
2022/09,NISSAN,TEANA,2495.0,2010.0,1,33000.0,Grey,"$45,000"
2022/09,FORD,GRAND C-MAX 1.5 7SEAT,1498.0,2017.0,0,14401.0,Grey-Var,"$108,000"
2022/09,BMW,X3 XDRIVE20IA XLINE,1998.0,2018.0,0,66600.0,Blue,"$258,000"
2022/09,NISSAN,QASHQAI PLUS,1997.0,2018.0,0,16000.0,Blue,"$168,000"
2022/09,AUDI,A4 40 TFSI,1984.0,2018.0,0,49074.0,White,"$168,000"
2022/09,HONDA,ODYSSEY,2356.0,2018.0,0,52000.0,White,"$268,000"
2022/09,VOLKSWAGEN,POLO 1.2 TSI,1197.0,2014.0,0,81000.0,Grey,"$68,000"
2022/09,TOYOTA,SIENTA,1496.0,2017.0,0,61000.0,White-Var,"$138,000"
2022/09,HONDA,VEZEL,1496.0,2019.0,0,48000.0,Blue,"$188,000"
2022/09,MERCEDES BENZ,119BT,2143.0,2015.0,0,40500.0,White,"$338,000"
2022/09,PORSCHE,MACAN S,2997.0,2017.0,1,50900.0,Grey,"$398,000"
2022/09,MERCEDES BENZ,C200 (W205),1991.0,2014.0,1,48000.0,Silver,"$148,000"
2022/09,TOYOTA,SPADE,1496.0,2019.0,1,25000.0,Red-Var,"$138,000"
2022/09,VOLKSWAGEN,SHARAN 1.4 TSI,1395.0,2016.0,0,52000.0,Brown,"$108,000"
2022/09,BMW,220I ACTIVE TOURER,1998.0,2015.0,0,83000.0,White,"$128,000"
2022/09,TOYOTA,NOAH,1987.0,2018.0,0,44644.0,White,"$223,000"
2022/09,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,1198.0,2020.0,0,66500.0,Black,"$278,000"
2022/09,VOLKSWAGEN,SCIROCCO 1.4 TSI,1390.0,2012.0,2,89500.0,Blue,"$68,000"
2022/09,HONDA,FREED,1496.0,2017.0,0,64000.0,White,"$148,000"
2022/09,INFINITI,Q30 2.0T SPORT AWD,1991.0,2016.0,1,62000.0,White,"$138,000"
2022/09,VOLKSWAGEN,PASSAT B8 ACT 150PS HL,1395.0,2015.0,2,63000.0,White,"$78,000"
2022/09,AUDI,Q2 35 TFSI,1395.0,2018.0,1,59000.0,Grey,"$178,000"
2022/09,MERCEDES BENZ,E250 SPORT FACELIFT,1991.0,2014.0,0,71500.0,Grey,"$178,000"
2022/09,NISSAN,NOTE E-POWER,1198.0,2021.0,0,10000.0,Blue,"$198,000"
2022/09,TOYOTA,ALPHARD HV HYBIRD 2.5,2493.0,2015.0,1,76000.0,White-Var,"$349,000"
2022/09,HONDA,FREED,1496.0,2020.0,0,14000.0,Grey,"$188,000"
2022/09,HONDA,FREED G AERO,1496.0,2015.0,0,87500.0,Blue,"$118,000"
2022/09,MINI,COOPER AT,1499.0,2021.0,0,4300.0,Green/Black,"$278,000"
2022/09,HONDA,ODYSSEY 2.4,2356.0,2015.0,0,31000.0,White,"$158,000"
2022/09,NISSAN,TEANA,2488.0,2015.0,1,55300.0,White,"$78,000"
2022/09,HONDA,JAZZ,1496.0,2019.0,0,9800.0,White,"$173,000"
2022/09,BMW,520D SALOON EFFICIENT PERFORMANCE,1995.0,2014.0,0,36000.0,White,"$198,000"
2022/09,HONDA,STEPWGN SPADA,1496.0,2018.0,0,63000.0,Green,"$233,000"
2022/09,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,1198.0,2021.0,0,24000.0,Brown,"$298,000"
2022/09,VOLKSWAGEN,SHARAN 1.4 TSI,1395.0,2021.0,0,6500.0,Grey,"$268,000"
2022/09,SUBARU,XV 2.0I AWD CVT,1995.0,2018.0,0,39700.0,White,"$158,000"
2022/09,TOYOTA,PREVIA 3.5,3456.0,2009.0,0,60000.0,Silver,"$68,000"
2022/09,HONDA,STEPWGN L,1496.0,2017.0,1,52300.0,Grey,"$188,000"
2022/09,TOYOTA,SPADE,1496.0,2019.0,0,13000.0,Black-Var,"$155,000"
2022/09,VOLKSWAGEN,TOURAN 280 TSI R-LINE SPORT,1395.0,2017.0,0,54000.0,Blue,"$158,000"
2022/09,HONDA,CRV,1498.0,2020.0,0,6500.0,Black,"$288,000"
2022/09,TOYOTA,SIENTA,1496.0,2018.0,1,38000.0,White-Var,"$168,000"
2022/09,TOYOTA,SPADE,1496.0,2019.0,0,14500.0,White-Var,"$148,000"
2022/09,HONDA,ODYSSEY 2.4,2356.0,2019.0,0,28100.0,Blue,"$288,000"
2022/09,VOLKSWAGEN,POLO,999.0,2018.0,1,31500.0,Orange,"$118,000"
2022/09,TESLA,MODEL X 60 KWH DUAL MOTOR,0.0,2017.0,0,60100.0,Grey,"$468,000"
2022/09,TESLA,MODEL S 90 KWH DUAL MOTOR,0.0,2016.0,1,50000.0,Black,"$358,000"
2022/09,MAZDA,MAZDA6 2.0,1998.0,2014.0,2,81000.0,White,"$78,000"
2022/09,NISSAN,X-TRAIL PLUS +,1997.0,2018.0,0,10320.0,Grey,"$190,000"
2022/09,HONDA,STEPWGN SPADA,1496.0,2020.0,0,22000.0,Blue,"$288,000"
2022/09,TOYOTA,NOAH,1987.0,2011.0,0,47000.0,White-Var,"$98,000"
2022/09,KIA,MORNING,1248.0,2018.0,1,20500.0,White,"$88,000"
2022/09,NISSAN,X-TRAIL PLUS +,1997.0,2018.0,0,22000.0,Grey,"$168,000"
2022/09,MAZDA,BIANTE HIGHER VERSION,1998.0,2017.0,0,65000.0,Silver,"$108,000"
2022/09,MERCEDES BENZ,GLA250 FACELIFT (X156),1991.0,2017.0,0,21000.0,Silver,"$268,000"
2022/09,MERCEDES BENZ,E200 AVANTGARDE,1991.0,2019.0,0,12571.0,White,"$368,000"
2022/09,HONDA,ODYSSEY,2356.0,2014.0,0,32000.0,Grey,"$148,000"
2022/09,BMW,220IA COUPE SPORT,1997.0,2014.0,2,41264.0,Grey,"$158,000"
2022/09,MAZDA,CX-5 IPM 2.0 I-PLUS,1998.0,2018.0,0,41600.0,Red-Var,"$168,000"
2022/09,NISSAN,LEAF LUX,0.0,2019.0,1,19000.0,Red/Black,"$218,000"
2022/09,NISSAN,QASHQAI PLUS,1997.0,2019.0,0,8000.0,White,"$198,000"
2022/09,BMW,120IA M SPORT EDITION,1598.0,2015.0,0,5400.0,Grey,"$129,000"
2022/09,MAZDA,MAZDA6 GVC 2.5 HIGH,2488.0,2018.0,0,50324.0,Brown,"$138,000"
2022/09,HONDA,STEPWGN L,1496.0,2018.0,0,14500.0,Grey,"$198,000"
2022/09,MERCEDES BENZ,C200 ESTATE FL (S205),1497.0,2020.0,0,6900.0,Grey,"$418,000"
2022/08,VOLKSWAGEN,SCIROCCO 1.4 TSI,1390.0,2013.0,1,33500.0,White,"$78,000"
2022/08,BMW,320IA SALOON - SPORT (F30),1997.0,2013.0,1,56000.0,Black,"$128,000"
2022/08,TOYOTA,SIENTA WELCAB,1496.0,2017.0,0,47420.0,White,"$238,000"
2022/08,TOYOTA,SIENTA,1496.0,2017.0,0,21000.0,White-Var,"$158,000"
2022/08,AUDI,A5 SPORTBACK 40 TFSI,1984.0,2018.0,0,38000.0,White,"$228,000"
2022/08,BMW,118IA SPORT (F40),1499.0,2020.0,0,16000.0,Grey,"$208,000"
2022/08,HONDA,ODYSSEY,2356.0,2018.0,0,39000.0,Silver,"$238,000"
