Transaction Date,Car Brand,Car Model,Displacement (c.c.),Manufacture Year,No. of Previous Owners,Milleage (km),Exterior Color,Reference Price (HKD)
2020/12,VOLKSWAGEN,SCIROCCO 2.0T,1984.0,2013.0,1,28950.0,Blue,"$125,000"
2020/12,NISSAN,QASHQAI,1997.0,2015.0,0,32500.0,Blue,"$139,000"
2020/12,HONDA,VEZEL,1496.0,2019.0,0,12000.0,Black,"$228,000"
2020/12,MERCEDES BENZ,E250,1991.0,2018.0,0,39895.0,Black,"$458,000"
2020/12,BMW,218IA GRAN TOURER,1499.0,2018.0,0,25700.0,White,"$248,000"
2020/12,BMW,218IA ACTIVE TOURER,1499.0,2014.0,1,33800.0,White,"$138,000"
2020/12,NISSAN,QASHQAI PLUS,1997.0,2014.0,0,58000.0,Grey,"$148,000"
2020/12,AUDI,A4 AVANT 30 TFSI,1395.0,2016.0,1,35000.0,White,"$208,000"
2020/12,TOYOTA,COROLLA FIELDER HYBRID,1496.0,2016.0,Non-Registered in HK,43500.0,Black,"$209,000"
2020/12,BMW,218IA GRAN TOURER,1499.0,2017.0,0,25500.0,Grey,"$248,000"
2020/12,HONDA,STEPWGN,1997.0,2014.0,1,45000.0,White,"$148,000"
2020/12,BMW,218IA ACTIVE TOURER,1499.0,2014.0,0,16500.0,White,"$148,000"
2020/12,HONDA,JADE,1496.0,2017.0,0,45000.0,White,"$159,000"
2020/12,AUDI,A7 SPORTBACK 55 TFSI QUATTRO,2995.0,2018.0,0,7300.0,Grey,"$599,000"
2020/12,TOYOTA,WISH,1798.0,2013.0,0,52000.0,White,"$89,000"
2020/12,TOYOTA,SPADE,1496.0,2013.0,Non-Registered in HK,44000.0,Purple,"$108,000"
2020/12,TOYOTA,PRIUS,1797.0,2015.0,Non-Registered in HK,57000.0,Silver,"$155,000"
2020/12,HONDA,JAZZ 1.5,1496.0,2014.0,0,28000.0,White,"$128,000"
2020/12,FORD,FIESTA,998.0,2014.0,0,84000.0,White,"$69,800"
2020/12,LEXUS,RX450H,3456.0,2017.0,0,32000.0,White-Var,"$440,000"
2020/12,BMW,X1 SDRIVE 2.0IA,1998.0,2016.0,0,32000.0,Grey,"$235,000"
2020/12,NISSAN,SERENA 2.0 HWS,1997.0,2015.0,0,73000.0,White,"$148,000"
2020/12,TOYOTA,WISH,1798.0,2016.0,0,18100.0,White,"$138,000"
2020/12,TOYOTA,PRIUS S,1797.0,2017.0,Non-Registered in HK,34000.0,Silver,"$229,000"
2020/12,AUDI,A3 1.4 TFSI,1395.0,2014.0,0,21384.0,White,"$138,000"
2020/12,NISSAN,SERENA HIGHWAY STAR VIP,1997.0,2017.0,0,32990.0,Black/Silver,"$248,000"
2020/12,HONDA,FREED,1496.0,2017.0,0,56000.0,Black,"$188,000"
2020/12,DAIHATSU,TANTO CUSTOM RS,658.0,2019.0,Non-Registered in HK,11000.0,Silver,"$209,900"
2020/12,NISSAN,JUKE 1.6 CVT,1598.0,2016.0,1,26350.0,Yellow,"$128,000"
2020/12,HONDA,STEPWGN SPADA,1496.0,2016.0,0,26000.0,Purple,"$238,000"
2020/12,HONDA,FREED,1496.0,2018.0,1,65000.0,White,"$188,000"
2020/12,HONDA,FREED HYBRID,1496.0,2011.0,Non-Registered in HK,66500.0,Blue,"$139,000"
2020/11,TOYOTA,SPADE,1496.0,2015.0,0,59000.0,Purple,"$125,000"
2020/11,HONDA,FREED,1496.0,2015.0,0,108000.0,Grey,"$138,000"
2020/11,HONDA,STEPWGN L,1496.0,2015.0,0,14000.0,White,"$188,000"
2020/11,MERCEDES BENZ,B200,1595.0,2015.0,0,19000.0,Purple,"$188,000"
2020/11,VOLKSWAGEN,JETTA 1.4 TSI 160PS,1390.0,2014.0,0,71000.0,Black,"$88,000"
2020/11,SUZUKI,SOLIO,1242.0,2015.0,0,66000.0,Brown,"$108,000"
2020/11,HONDA,STEPWGN 2.0,1997.0,2012.0,0,108000.0,Grey,"$108,000"
2020/11,HONDA,ODYSSEY,2356.0,2017.0,0,38500.0,Grey,"$268,000"
2020/11,NISSAN,QASHQAI PLUS,1997.0,2015.0,0,43000.0,White,"$168,000"
2020/11,HONDA,FREED,1496.0,2020.0,0,3000.0,Black,"$229,800"
2020/11,HONDA,FREED G AERO,1496.0,2010.0,Non-Registered in HK,69500.0,White,"$109,000"
2020/11,SUZUKI,SOLIO MILD HYBRID,1242.0,2016.0,0,19000.0,Brown,"$148,000"
2020/11,HONDA,FIT HYBRID S,1496.0,2014.0,Non-Registered in HK,48000.0,White,"$149,000"
2020/11,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,1,57000.0,Brown,"$148,000"
2020/11,MERCEDES BENZ,C200,1991.0,2017.0,0,46000.0,Silver,"$266,000"
2020/11,TOYOTA,PRIUS S,1797.0,2017.0,Non-Registered in HK,53000.0,White,"$220,000"
2020/11,HYUNDAI,ELANTRA,1591.0,2011.0,0,22000.0,Beige,"$68,000"
2020/11,HONDA,FIT HYBRID,1496.0,2015.0,Non-Registered in HK,73000.0,White,"$125,000"
2020/11,AUDI,A5 CABRIOLET 45 TFSI QUATTRO,1984.0,2017.0,0,8500.0,Red-Var,"$408,000"
2020/11,AUDI,S3 SEDAN QUATTRO,1984.0,2017.0,0,29000.0,Grey,"$319,000"
2020/11,HONDA,JAZZ,1317.0,2017.0,0,45000.0,Black,"$139,800"
2020/11,HONDA,FREED,1496.0,2014.0,0,39644.0,Grey,"$135,000"
2020/11,TOYOTA,PRIUS,1797.0,2015.0,Non-Registered in HK,39000.0,Silver,"$153,000"
2020/11,NISSAN,SERENA HWS VIP,1997.0,2018.0,0,9024.0,White/Black,"$278,000"
2020/11,HONDA,FREED G AERO,1496.0,2015.0,0,33100.0,White,"$158,000"
2020/11,NISSAN,E-NV200 EVALIA,0.0,2019.0,0,47500.0,Blue,"$278,000"
2020/11,TOYOTA,RACTIS VERSO,1497.0,2014.0,0,54000.0,Grey,"$128,000"
2020/11,MERCEDES BENZ,GLE450 AMG COUPE,2996.0,2015.0,0,54000.0,Silver,"$488,000"
2020/11,NISSAN,ELGRAND 2.5L HWS,2488.0,2014.0,0,44000.0,Brown,"$198,000"
2020/11,LEXUS,RX450H,3456.0,2017.0,0,31396.0,White,"$519,000"
2020/11,NISSAN,QASHQAI PLUS,1997.0,2014.0,0,45000.0,Black,"$148,000"
2020/11,TOYOTA,SPADE,1496.0,2012.0,Non-Registered in HK,57500.0,Purple,"$98,000"
2020/11,BMW,328I SPORT,1997.0,2012.0,0,48000.0,White,"$168,000"
2020/11,TOYOTA,COROLLA FIELDER HYBRID,1496.0,2015.0,Non-Registered in HK,19500.0,Purple,"$220,000"
2020/11,TOYOTA,TANK,996.0,2017.0,Non-Registered in HK,11000.0,Silver,"$218,800"
2020/11,VOLKSWAGEN,TOURAN 1.4 TSI,1390.0,2013.0,1,61000.0,Grey,"$98,000"
2020/11,TOYOTA,ALPHARD 3.5 SC,3456.0,2020.0,Non-Registered in HK,185.0,White,"$699,900"
2020/11,SUZUKI,SOLIO MILD HYBRID,1242.0,2017.0,0,43000.0,Green,"$132,000"
2020/11,TOYOTA,PREVIA 2.4 7-SEATER,2362.0,2016.0,0,72000.0,Grey,"$255,000"
2020/11,AUDI,A3 1.4 TFSI,1395.0,2015.0,0,15431.0,Black,"$158,000"
2020/11,HONDA,FREED,1496.0,2016.0,0,44000.0,Blue,"$178,000"
2020/11,HONDA,STEPWGN SPADA,1496.0,2015.0,0,81000.0,White,"$198,000"
2020/11,VOLVO,V40 T4 PLUS,1596.0,2013.0,1,22100.0,White,"$98,000"
2020/11,HONDA,JAZZ 1.5,1496.0,2020.0,0,6000.0,Grey,"$178,000"
2020/11,AUDI,Q7 45 TFSI QUATTRO,2995.0,2015.0,0,116000.0,Brown,"$265,000"
2020/11,HONDA,FREED G AERO,1496.0,2014.0,0,62000.0,Silver,"$123,000"
2020/11,HONDA,FREED,1496.0,2018.0,0,4600.0,White,"$198,000"
2020/11,VOLKSWAGEN,TOURAN 280 TSI LUXURY,1395.0,2017.0,0,88000.0,Black,"$148,000"
2020/11,HONDA,FREED G AERO,1496.0,2015.0,0,55000.0,Silver,"$158,000"
2020/11,HONDA,JAZZ 1.5,1496.0,2016.0,0,19300.0,Purple,"$145,000"
2020/11,TOYOTA,PRIUS,1798.0,2016.0,1,36000.0,Black,"$198,000"
2020/11,HONDA,STEPWGN SPADA,1496.0,2015.0,0,60000.0,Silver,"$208,000"
2020/11,HONDA,STEPWGN SPADA,1496.0,2015.0,1,56010.0,Purple,"$208,000"
2020/11,NISSAN,QASHQAI PLUS,1997.0,2018.0,0,2100.0,White,"$228,000"
2020/11,HONDA,CRV,2354.0,2014.0,0,76000.0,White,"$148,000"
2020/11,MERCEDES BENZ,GLA200,1595.0,2017.0,0,64000.0,White,"$268,000"
2020/11,HONDA,STEPWGN L,1496.0,2019.0,0,11000.0,Red-Var,"$258,000"
2020/11,MERCEDES BENZ,E250 BE AV EDITION125 (W212),1796.0,2011.0,0,85000.0,Black,"$138,000"
2020/11,HONDA,ODYSSEY,2356.0,2015.0,1,66776.0,Grey,"$209,000"
2020/11,TOYOTA,PRIUS,1797.0,2014.0,Non-Registered in HK,49500.0,Purple,"$148,000"
2020/11,HONDA,FREED G JUST SELECTION,1496.0,2012.0,Non-Registered in HK,56000.0,Black,"$129,000"
2020/11,HONDA,FIT HYBRID,1496.0,2015.0,Non-Registered in HK,59000.0,White,"$138,000"
2020/11,BMW,218IA ACTIVE TOURER,1499.0,2014.0,1,44500.0,Black-Var,"$138,000"
2020/11,INFINITI,Q60 2.0T TECH,1991.0,2017.0,0,17000.0,Grey,"$248,000"
2020/11,TOYOTA,PREVIA 2.4 7-SEATER,2362.0,2014.0,0,93000.0,Blue,"$150,000"
2020/11,HONDA,CRV 2.4,2354.0,2014.0,1,44800.0,Blue,"$158,000"
2020/11,MAZDA,CX-5,2488.0,2017.0,0,69490.0,Red-Var,"$168,000"
2020/11,SUBARU,FORESTER,2457.0,2008.0,1,57000.0,Grey,"$59,800"
2020/11,BMW,218IA,1499.0,2015.0,1,52000.0,White,"$148,000"
2020/11,HONDA,STEPWGN 2.0,1997.0,2013.0,0,77000.0,White,"$93,000"
2020/11,HONDA,FREED,1496.0,2013.0,0,46000.0,Grey,"$118,000"
2020/11,TOYOTA,NOAH,1987.0,2016.0,2,70000.0,Brown,"$168,000"
2020/11,SUZUKI,SOLIO MILD HYBRID,1242.0,2018.0,0,30987.0,Brown,"$148,000"
2020/11,MERCEDES BENZ,R350,3498.0,2011.0,2,80000.0,White,"$99,000"
2020/11,AUDI,A4 1.8 TFSI MULTITRONIC,1798.0,2015.0,0,52000.0,Grey,"$138,000"
2020/11,FORD,GRAND C-MAX 1.5 7SEAT,1498.0,2016.0,0,31000.0,Black,"$128,000"
2020/11,HONDA,FREED,1496.0,2017.0,0,83500.0,Black,"$159,000"
2020/11,TOYOTA,WISH,1798.0,2013.0,0,41000.0,Black,"$108,000"
2020/11,AUDI,A5 SPORTBACK 1.8 TFSI MULTITRONIC,1798.0,2012.0,0,17500.0,Black,"$123,000"
2020/11,TOYOTA,PRIUS S,1797.0,2016.0,Non-Registered in HK,51000.0,White,"$215,000"
2020/11,MERCEDES BENZ,GLA250 AMG EDITION,1991.0,2017.0,0,45100.0,White,"$298,000"
2020/11,TOYOTA,NOAH X WELCAB,1986.0,2011.0,Non-Registered in HK,79000.0,White,"$163,000"
2020/11,AUDI,A5 SPORTBACK 40 TFSI,1984.0,2017.0,0,15500.0,White,"$288,000"
2020/11,FORD,C-MAX 1.5,1498.0,2015.0,0,36000.0,White,"$108,000"
2020/11,HONDA,STEPWGN SPADA,1496.0,2016.0,0,77800.0,Purple,"$199,000"
2020/11,TOYOTA,PRIUS,1797.0,2015.0,Non-Registered in HK,52000.0,White,"$155,000"
2020/11,TOYOTA,WISH,1798.0,2012.0,0,80000.0,Silver,"$88,000"
2020/10,NISSAN,CUBE RIDER,1498.0,2012.0,Non-Registered in HK,69000.0,White,"$108,000"
2020/10,AUDI,A5 SPORTBACK 40 TFSI,1984.0,2017.0,0,16880.0,Green,"$278,000"
2020/10,AUDI,Q3 2.0 QUATTRO,1984.0,2013.0,0,36129.0,Grey,"$148,000"
2020/10,TOYOTA,RAV 4,1987.0,2019.0,0,9400.0,Red-Var,"$268,000"
2020/10,MITSUBISHI,PAJERO 3.0,2972.0,2017.0,0,45000.0,Silver,"$259,000"
2020/10,TOYOTA,PORTE,1496.0,2015.0,Non-Registered in HK,29000.0,Black,"$135,000"
2020/10,NISSAN,NOTE E POWER,1198.0,2018.0,Non-Registered in HK,14000.0,White,"$185,000"
2020/10,JAGUAR,XF 2.0 I4 TI LUX,1999.0,2015.0,0,46200.0,White-Var,"$198,000"
2020/10,HONDA,FREED,1496.0,2016.0,0,54000.0,Gold,"$178,000"
2020/10,AUDI,Q5 2.0 QUATTRO TIP,1984.0,2013.0,0,49000.0,Brown,"$148,000"
2020/10,HONDA,FREED G AERO,1496.0,2016.0,0,14000.0,Grey,"$168,000"
2020/10,HONDA,STEPWGN SPADA,1496.0,2018.0,0,19430.0,Green,"$288,000"
2020/10,HONDA,VEZEL,1496.0,2017.0,0,39000.0,White,"$178,000"
2020/10,NISSAN,NOTE,1198.0,2013.0,0,44098.0,Purple,"$88,000"
2020/10,HONDA,FREED,1496.0,2018.0,0,55000.0,Grey,"$198,000"
2020/10,AUDI,A4 30 TFSI,1395.0,2016.0,0,12150.0,Black,"$208,000"
2020/10,TOYOTA,NOAH,1987.0,2015.0,2,60000.0,Purple,"$198,000"
2020/10,HONDA,FIT HYBRID,1496.0,2015.0,Non-Registered in HK,33000.0,Purple,"$135,000"
2020/10,TOYOTA,NOAH,1987.0,2018.0,0,29000.0,Black,"$278,000"
2020/10,AUDI,A8 LWB 3.0 QUATTRO,2995.0,2012.0,0,48000.0,Black,"$166,000"
2020/10,TOYOTA,COROLLA,1497.0,2013.0,0,60740.0,Silver,"$93,000"
2020/10,TOYOTA,CAMRY 2.5,2494.0,2012.0,1,54000.0,White-Var,"$108,000"
2020/10,LEXUS,ES250,2487.0,2018.0,1,4800.0,Beige,"$341,000"
2020/10,TOYOTA,PREVIA 2.4 7-SEATER,2362.0,2017.0,0,48000.0,White,"$305,000"
2020/10,BMW,323IA CABRIO,2497.0,2011.0,1,32000.0,Black,"$108,000"
2020/10,KIA,MORNING,1248.0,2019.0,0,12968.0,Black,"$113,000"
2020/10,VOLVO,XC60 T5 MR,1999.0,2012.0,3,57000.0,Grey,"$99,000"
2020/10,AUDI,RS3 SPORTBACK QUATTRO,2480.0,2017.0,0,50000.0,Blue,"$463,000"
2020/10,AUDI,A8L 55 TFSI QUATTRO,2995.0,2018.0,0,8000.0,Beige,"$768,000"
2020/10,MERCEDES BENZ,C200 CABRIOLET,1991.0,2017.0,0,38000.0,Black,"$368,000"
2020/10,MAZDA,CX-5,2488.0,2015.0,0,32200.0,Black,"$168,000"
2020/10,TOYOTA,AQUA,1496.0,2014.0,Non-Registered in HK,25000.0,White,"$145,000"
2020/10,BMW,520IA,1998.0,2018.0,0,12000.0,Black,"$398,000"
2020/10,AUDI,SQ5 3.0 TFSI QUATTRO,2995.0,2015.0,0,76000.0,White,"$273,000"
2020/10,LEXUS,RX450H,3456.0,2013.0,0,83000.0,White-Var,"$178,000"
2020/10,HONDA,ODYSSEY 2.4,2356.0,2018.0,0,45000.0,Blue,"$329,000"
2020/10,HONDA,STEPWGN SPADA,1496.0,2017.0,0,53000.0,White,"$278,000"
2020/10,NISSAN,QASHQAI PLUS,1997.0,2010.0,1,67000.0,Silver,"$78,000"
2020/10,NISSAN,TEANA,2488.0,2014.0,1,70000.0,Grey,"$118,000"
2020/10,NISSAN,SERENA HWS VIP,1997.0,2017.0,0,16000.0,Silver,"$268,000"
2020/10,TOYOTA,WISH,1798.0,2014.0,0,84000.0,Black,"$98,000"
2020/10,NISSAN,QASHQAI TURBO,1332.0,2019.0,0,7000.0,White,"$248,000"
2020/10,FIAT,500 LOUNGE 1.4,1368.0,2012.0,0,29000.0,Blue,"$68,000"
2020/10,TOYOTA,COROLLA,1497.0,2008.0,2,114000.0,Grey,"$59,800"
2020/10,LEXUS,NX200T,1998.0,2015.0,0,44000.0,White-Var,"$308,000"
2020/10,TOYOTA,PREVIA 2.4 7-SEATER,2362.0,2013.0,0,82000.0,Grey-Var,"$143,000"
2020/10,VOLKSWAGEN,POLO 1.2 TSI,1197.0,2014.0,1,48000.0,Blue,"$88,000"
2020/10,AUDI,A5 SPORTBACK 1.8 TFSI MULTITRONIC,1798.0,2016.0,0,44662.0,Blue,"$198,000"
2020/10,INFINITI,QX30 2.0T SENSORY,1991.0,2018.0,0,21491.0,Brown,"$248,000"
2020/10,AUDI,A3 1.4 TFSI,1395.0,2014.0,0,88000.0,White,"$128,000"
2020/10,HONDA,CRV 2.4,2354.0,2014.0,1,63000.0,Blue,"$143,000"
2020/10,HONDA,FREED G AERO,1496.0,2016.0,0,31000.0,Blue,"$168,000"
2020/10,MAZDA,MAZDA8 2.3,2261.0,2012.0,1,52000.0,Silver,"$113,000"
2020/10,HONDA,ODYSSEY,2356.0,2014.0,0,24500.0,Silver,"$215,000"
2020/10,LAND ROVER,DISCOVERY SPT SE,1999.0,2015.0,0,61000.0,Grey,"$268,000"
2020/10,BMW,116IA HATCHBACK,1596.0,2010.0,0,37000.0,White,"$69,800"
2020/10,NISSAN,SERENA HWS VIP,1997.0,2019.0,0,6000.0,White/Black,"$298,000"
2020/10,HONDA,JAZZ,1317.0,2016.0,0,19800.0,Silver,"$118,000"
2020/10,TOYOTA,ALPHARD,3456.0,2016.0,0,42000.0,Silver,"$438,000"
2020/10,BMW,120 I,1995.0,2008.0,2,58000.0,Black,"$58,000"
2020/10,TOYOTA,WISH,1798.0,2014.0,0,93000.0,Silver,"$98,000"
2020/10,NISSAN,SERENA,1997.0,2009.0,0,67000.0,Purple,"$68,000"
2020/10,TOYOTA,NOAH,1987.0,2015.0,0,77334.0,White-Var,"$198,000"
2020/10,MERCEDES BENZ,E200,1991.0,2013.0,0,76900.0,Silver,"$178,000"
2020/10,NISSAN,ELGRAND 3.5,3498.0,2015.0,0,73000.0,Grey,"$208,000"
2020/10,AUDI,Q7 45 TFSI QUATTRO,2995.0,2016.0,1,43000.0,Grey,"$449,000"
2020/10,NISSAN,NOTE DIG-S GREEN,1198.0,2015.0,0,52000.0,Black,"$108,000"
2020/10,TOYOTA,Auris 150X S Package,1496.0,2013.0,Non-Registered in HK,14000.0,White,"$145,000"
2020/10,TOYOTA,PRIUS S,1797.0,2017.0,Non-Registered in HK,23000.0,Blue,"$229,000"
2020/10,MERCEDES BENZ,GLC250,1991.0,2018.0,0,14500.0,Blue,"$458,000"
2020/10,LEXUS,IS250,2500.0,2010.0,1,60000.0,Silver,"$98,000"
2020/10,NISSAN,SERENA 2.0,1997.0,2013.0,0,57000.0,Orange,"$128,000"
2020/10,TOYOTA,PRIUS C,1497.0,2015.0,0,78000.0,Black,"$138,000"
2020/10,NISSAN,SERENA,1997.0,2010.0,1,70000.0,Red-Var,"$78,000"
2020/10,HONDA,FREED G AERO,1496.0,2015.0,0,48000.0,Blue,"$158,000"
2020/10,AUDI,Q7 3.0 TDI QUATTRO,2967.0,2014.0,0,56000.0,Black,"$359,000"
2020/10,BMW,535IA GRAN TURISMO EXECUTIVE,2979.0,2010.0,1,89000.0,Grey,"$119,800"
2020/10,BMW,528IA GT,1997.0,2014.0,0,85904.0,Red-Var,"$198,000"
2020/10,HONDA,FREED,1496.0,2016.0,1,50000.0,Silver,"$178,000"
2020/10,NISSAN,NOTE DIG-S GREEN,1198.0,2014.0,0,53700.0,Pink,"$98,000"
2020/10,VOLKSWAGEN,SHARAN,1984.0,2012.0,1,85000.0,Grey,"$108,000"
2020/10,AUDI,S4 QUATTRO,2995.0,2018.0,1,15000.0,Grey,"$445,000"
2020/10,TOYOTA,NOAH,1987.0,2015.0,0,75000.0,Red-Var,"$198,000"
2020/10,HONDA,JAZZ,1496.0,2018.0,0,22000.0,Black,"$168,000"
2020/10,MAZDA,MAZDA8 2.3,2261.0,2015.0,0,81000.0,Grey,"$138,000"
2020/10,TOYOTA,SIENTA,1496.0,2017.0,0,73000.0,Brown,"$178,000"
2020/10,HONDA,ODYSSEY 2.4,2356.0,2018.0,0,7500.0,Blue,"$368,000"
2020/09,VOLKSWAGEN,GOLF SPORTVAN 230,1395.0,2016.0,0,10000.0,White,"$158,000"
2020/09,HONDA,JAZZ EX,1339.0,2014.0,0,58000.0,Black,"$109,800"
2020/09,NISSAN,ELGRAND 3.5L,3498.0,2009.0,0,46370.0,White,"$65,000"
2020/09,TOYOTA,AQUA,1496.0,2014.0,Non-Registered in HK,30000.0,Black,"$135,000"
2020/09,AUDI,Q3 30 TFSI,1395.0,2017.0,0,40653.0,Grey,"$238,000"
2020/09,TOYOTA,SIENTA,1496.0,2017.0,0,12600.0,Black-Var,"$188,000"
2020/09,AUDI,Q5 45 TFSI QUATTRO,1984.0,2017.0,0,24000.0,Brown,"$339,000"
2020/09,INFINITI,FX37,3696.0,2012.0,0,50000.0,White,"$115,000"
2020/09,TOYOTA,ESTIMA 2.4,2362.0,2013.0,0,89000.0,Purple,"$159,000"
2020/09,TOYOTA,RAIZE,996.0,2020.0,0,30.0,White,"$299,900"
2020/09,HONDA,JAZZ,1496.0,2020.0,0,1900.0,White,"$178,000"
2020/09,VOLKSWAGEN,POLO,1390.0,2011.0,0,42000.0,Black,"$58,000"
2020/09,HONDA,CRV,1498.0,2017.0,1,47266.0,White,"$258,000"
2020/09,MAZDA,MAZDA3,1998.0,2017.0,0,23000.0,Grey,"$168,000"
2020/09,AUDI,A4 1.8 TFSI MULTITRONIC,1798.0,2015.0,0,80000.0,Black,"$128,000"
2020/09,VOLKSWAGEN,SHARAN 2.0 TSI,1984.0,2018.0,1,19000.0,Grey,"$298,000"
2020/09,NISSAN,NOTE,1198.0,2014.0,0,94000.0,Grey,"$78,000"
2020/09,AUDI,A3 SB 1.4 TFSI (8VA),1395.0,2015.0,0,27600.0,Black,"$155,000"
2020/09,TOYOTA,RACTIS VERSO,1497.0,2014.0,1,71000.0,Blue,"$118,000"
2020/09,NISSAN,ELGRAND 2.5L HWS,2488.0,2013.0,1,59000.0,White,"$178,000"
2020/09,SUZUKI,SWIFT,1328.0,2010.0,0,69000.0,Silver,"$69,800"
2020/09,AUDI,A4 1.8T,1798.0,2014.0,0,66200.0,White,"$118,000"
2020/09,AUDI,A3 1.4 TFSI,1395.0,2016.0,0,73000.0,Black,"$158,000"
2020/09,TOYOTA,ALPHARD 2.4,2362.0,2014.0,0,91000.0,Black-Var,"$218,000"
2020/09,HONDA,FIT HYBRID S,1496.0,2015.0,Non-Registered in HK,77000.0,Blue,"$149,900"
2020/09,MERCEDES BENZ,E250 SPORT FACELIFT,1991.0,2013.0,1,61500.0,Grey,"$199,000"
2020/09,MERCEDES BENZ,E250,1991.0,2013.0,1,61000.0,Black,"$198,000"
2020/09,NISSAN,SERENA 2.0 HWS,1997.0,2014.0,1,75000.0,Orange,"$138,000"
2020/09,MAZDA,MAZDA8 2.3,2261.0,2008.0,0,62000.0,Grey,"$69,800"
2020/09,VOLKSWAGEN,SHARAN 1.4 TSI,1390.0,2014.0,0,36000.0,Black,"$138,000"
2020/09,AUDI,Q5 2.0 QUATTRO,1984.0,2009.0,1,80000.0,Grey,"$88,000"
2020/09,AUDI,A3 1.4 TFSI,1395.0,2016.0,0,11000.0,White,"$163,000"
2020/09,HONDA,FREED G JUST SELECTION,1496.0,2011.0,Non-Registered in HK,66000.0,Black,"$109,000"
2020/09,SUZUKI,SPACIA GEAR HYBRID XZ TURBO,658.0,2018.0,Non-Registered in HK,10000.0,Yellow,"$208,000"
2020/09,NISSAN,X-TRAIL,1997.0,2016.0,0,32000.0,Grey,"$178,000"
2020/09,MERCEDES BENZ,B200,1595.0,2014.0,0,64000.0,White,"$148,000"
2020/09,HONDA,JAZZ,1317.0,2015.0,0,32000.0,White,"$118,000"
2020/09,MERCEDES BENZ,B250,1991.0,2014.0,0,62000.0,Black,"$158,000"
2020/09,MINI,COOPER COUNTRYMAN AT,1598.0,2011.0,0,35000.0,Brown,"$108,000"
2020/09,HONDA,JAZZ,1317.0,2014.0,0,76000.0,White,"$108,000"
2020/09,TOYOTA,AQUA,1496.0,2014.0,Non-Registered in HK,42000.0,Blue,"$138,000"
2020/09,BMW,118I,1598.0,2013.0,1,60000.0,White,"$108,000"
2020/09,HONDA,JADE,1496.0,2016.0,0,57000.0,Black,"$158,000"
2020/09,TOYOTA,VOXY ZS,1986.0,2014.0,0,72000.0,White,"$199,900"
2020/09,MINI,COOPER AT,1499.0,2018.0,0,16700.0,Blue/White,"$208,000"
2020/09,HONDA,STEPWGN SPADA,1496.0,2017.0,0,61000.0,Purple,"$248,000"
2020/09,MAZDA,MAZDA5,1998.0,2018.0,0,17000.0,Blue,"$168,000"
2020/09,MERCEDES BENZ,B200,1595.0,2012.0,1,46000.0,Black,"$138,000"
2020/09,MERCEDES BENZ,B200,1595.0,2014.0,0,45434.0,White,"$148,000"
2020/09,HONDA,S660,658.0,2016.0,Non-Registered in HK,22000.0,Blue,"$228,000"
2020/09,NISSAN,ELGRAND 2.5L HWS,2488.0,2015.0,0,72000.0,White,"$238,000"
2020/09,NISSAN,X-TRAIL,1997.0,2015.0,0,47300.0,White,"$188,000"
2020/09,JAGUAR,XE 20T PRESTIGE,1999.0,2017.0,0,43200.0,White-Var,"$238,000"
2020/09,HONDA,JAZZ,1317.0,2014.0,0,14000.0,White,"$108,000"
2020/09,TOYOTA,NOAH,1987.0,2017.0,1,22000.0,White,"$278,000"
2020/09,MERCEDES BENZ,R350,3498.0,2011.0,1,84000.0,White,"$112,000"
2020/09,MERCEDES BENZ,ML400,2996.0,2014.0,0,40000.0,Red-Var,"$255,000"
2020/09,MERCEDES BENZ,E250 BE AV EDITION125 (W212),1796.0,2011.0,1,36000.0,Black,"$128,000"
2020/08,AUDI,S7 SPORTBACK,3993.0,2016.0,1,30000.0,Black,"$475,000"
2020/08,TOYOTA,ALPHARD 3.5 EXECUTIVE LOUNGE S,3456.0,2017.0,1,36000.0,White-Var,"$568,000"
2020/08,BMW,520IA SALOON - SPORT,1998.0,2017.0,0,34200.0,White,"$338,000"
2020/08,TOYOTA,SIENTA,1496.0,2018.0,0,16800.0,White-Var,"$193,000"
2020/08,HONDA,STEPWGN SPADA,1496.0,2016.0,0,25000.0,Grey,"$238,000"
2020/08,VOLKSWAGEN,POLO 1.2 TSI,1197.0,2014.0,2,50000.0,Black,"$63,000"
2020/08,TOYOTA,CAMRY 2.5,2494.0,2014.0,0,51000.0,Black-Var,"$128,000"
2020/08,TOYOTA,SIENTA HYBRID,1497.0,2017.0,0,26000.0,Silver,"$209,000"
2020/08,HONDA,JAZZ 1.5,1496.0,2015.0,0,24000.0,Blue,"$138,000"
2020/08,VOLKSWAGEN,TIGUAN 2.0 TSI,1984.0,2013.0,1,49000.0,Beige,"$108,000"
2020/08,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,2,86000.0,Blue,"$121,000"
2020/08,AUDI,A4 1.8T MULTITRONIC,1798.0,2015.0,0,27000.0,Black,"$148,000"
2020/08,KIA,MORNING,1248.0,2020.0,0,300.0,Silver,"$119,800"
2020/08,HONDA,STEPWGN 2.0,1997.0,2011.0,1,60000.0,Red-Var,"$118,000"
2020/08,NISSAN,QASHQAI PLUS,1997.0,2016.0,0,19000.0,Blue,"$178,000"
2020/08,NISSAN,SERENA 2.0 HWS,1997.0,2013.0,0,48000.0,Silver,"$128,000"
2020/08,TOYOTA,RACTIS VERSO,1497.0,2014.0,0,83000.0,Grey-Var,"$118,000"
